VersionDate,VersionDateTo,company_name,Company_domain_name,Pipeline,Deal_owner,Create_Date,Deal_Name,Amount,Deal_Probability,Forecast_probability,Deal_Stage,Close_Date,Priority
2021-11-26,2021-12-02,Digitube,digitube.com,Sales Pipeline,Test User 2,2021-12-17,Digitube Deal (2021-12-17),2881,.70,,Decision maker bought-In,2022-01-10,
2021-11-05,2021-11-25,Digitube,digitube.com,Sales Pipeline,Test User 2,2021-12-17,Digitube Deal (2021-12-17),2697,.40,,Presentation scheduled,2022-01-10,
2021-10-22,2021-10-28,Digitube,digitube.com,Sales Pipeline,Test User 2,2021-12-17,Digitube Deal (2021-12-17),2347,.20,,Qualified to buy,2022-01-10,
2021-02-13,2021-02-19,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-04-03,Yoveo Deal (2021-04-03),3546,.30,,Appointment scheduled,2021-05-07,
2021-03-27,2021-03-27,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-04-03,Yoveo Deal (2021-04-03),3825,.00,,Closed lost,2021-05-07,
2021-03-20,2021-03-26,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-04-03,Yoveo Deal (2021-04-03),4095,.80,,Contract sent,2021-05-07,
2021-03-13,2021-03-19,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-04-03,Yoveo Deal (2021-04-03),4337,.70,,Decision maker bought-In,2021-05-07,
2021-02-20,2021-03-12,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-04-03,Yoveo Deal (2021-04-03),4882,.40,,Presentation scheduled,2021-05-07,
2021-02-06,2021-02-12,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-04-03,Yoveo Deal (2021-04-03),4658,.20,,Qualified to buy,2021-05-07,
2021-06-19,2021-06-25,Browsecat,browsecat.com,Sales Pipeline,Clayton Farr,2021-08-07,Browsecat Deal (2021-08-07),2461,.30,,Appointment scheduled,2021-09-18,Medium
2021-07-31,2021-07-31,Browsecat,browsecat.com,Sales Pipeline,Clayton Farr,2021-08-07,Browsecat Deal (2021-08-07),2650,.00,,Closed lost,2021-09-18,Medium
2021-07-24,2021-07-30,Browsecat,browsecat.com,Sales Pipeline,Clayton Farr,2021-08-07,Browsecat Deal (2021-08-07),2157,.80,,Contract sent,2021-09-18,Medium
2021-07-17,2021-07-23,Browsecat,browsecat.com,Sales Pipeline,Clayton Farr,2021-08-07,Browsecat Deal (2021-08-07),2549,.70,,Decision maker bought-In,2021-09-18,Medium
2021-06-26,2021-07-16,Browsecat,browsecat.com,Sales Pipeline,Clayton Farr,2021-08-07,Browsecat Deal (2021-08-07),1490,.40,,Presentation scheduled,2021-09-18,Medium
2021-06-12,2021-06-18,Browsecat,browsecat.com,Sales Pipeline,Clayton Farr,2021-08-07,Browsecat Deal (2021-08-07),2207,.20,,Qualified to buy,2021-09-18,Medium
2020-04-26,2020-05-02,Brainverse,brainverse.com,Sales Pipeline,Clayton Farr,2020-06-14,Brainverse Deal (2020-06-14),2002,.30,,Appointment scheduled,2020-07-25,
2020-06-07,2020-06-07,Brainverse,brainverse.com,Sales Pipeline,Clayton Farr,2020-06-14,Brainverse Deal (2020-06-14),2786,.00,,Closed lost,2020-07-25,
2020-05-31,2020-06-06,Brainverse,brainverse.com,Sales Pipeline,Clayton Farr,2020-06-14,Brainverse Deal (2020-06-14),3154,.80,,Contract sent,2020-07-25,
2020-05-24,2020-05-30,Brainverse,brainverse.com,Sales Pipeline,Clayton Farr,2020-06-14,Brainverse Deal (2020-06-14),1831,.70,,Decision maker bought-In,2020-07-25,
2020-05-03,2020-05-23,Brainverse,brainverse.com,Sales Pipeline,Clayton Farr,2020-06-14,Brainverse Deal (2020-06-14),1808,.40,,Presentation scheduled,2020-07-25,
2020-04-19,2020-04-25,Brainverse,brainverse.com,Sales Pipeline,Clayton Farr,2020-06-14,Brainverse Deal (2020-06-14),1613,.20,,Qualified to buy,2020-07-25,
2021-04-27,2021-05-03,Linklinks,linklinks.com,Sales Pipeline,Test User 2,2021-06-15,Linklinks Deal (2021-06-15),233,.30,,Appointment scheduled,2021-07-10,
2021-06-08,2021-06-08,Linklinks,linklinks.com,Sales Pipeline,Test User 2,2021-06-15,Linklinks Deal (2021-06-15),267,.00,,Closed lost,2021-07-10,
2021-06-01,2021-06-07,Linklinks,linklinks.com,Sales Pipeline,Test User 2,2021-06-15,Linklinks Deal (2021-06-15),251,.80,,Contract sent,2021-07-10,
2021-05-25,2021-05-31,Linklinks,linklinks.com,Sales Pipeline,Test User 2,2021-06-15,Linklinks Deal (2021-06-15),220,.70,,Decision maker bought-In,2021-07-10,
2021-05-04,2021-05-24,Linklinks,linklinks.com,Sales Pipeline,Test User 2,2021-06-15,Linklinks Deal (2021-06-15),289,.40,,Presentation scheduled,2021-07-10,
2021-04-20,2021-04-26,Linklinks,linklinks.com,Sales Pipeline,Test User 2,2021-06-15,Linklinks Deal (2021-06-15),257,.20,,Qualified to buy,2021-07-10,
2020-03-20,2020-03-26,Voolia,voolia.com,Sales Pipeline,Clayton Farr,2020-05-08,Voolia Deal (2020-05-08),489,.30,,Appointment scheduled,2020-06-15,High
2020-05-01,2020-05-01,Voolia,voolia.com,Sales Pipeline,Clayton Farr,2020-05-08,Voolia Deal (2020-05-08),486,.00,,Closed lost,2020-06-15,High
2020-04-24,2020-04-30,Voolia,voolia.com,Sales Pipeline,Clayton Farr,2020-05-08,Voolia Deal (2020-05-08),494,.80,,Contract sent,2020-06-15,High
2020-04-17,2020-04-23,Voolia,voolia.com,Sales Pipeline,Clayton Farr,2020-05-08,Voolia Deal (2020-05-08),409,.70,,Decision maker bought-In,2020-06-15,High
2020-03-27,2020-04-16,Voolia,voolia.com,Sales Pipeline,Clayton Farr,2020-05-08,Voolia Deal (2020-05-08),433,.40,,Presentation scheduled,2020-06-15,High
2020-03-13,2020-03-19,Voolia,voolia.com,Sales Pipeline,Clayton Farr,2020-05-08,Voolia Deal (2020-05-08),615,.20,,Qualified to buy,2020-06-15,High
2021-10-11,2021-10-17,Yodo,yodo.com,Sales Pipeline,Test User 2,2021-11-29,Yodo Deal (2021-11-29),4088,.30,,Appointment scheduled,2022-01-11,
2021-11-22,2021-11-22,Yodo,yodo.com,Sales Pipeline,Test User 2,2021-11-29,Yodo Deal (2021-11-29),3753,.00,,Closed lost,2022-01-11,
2021-11-15,2021-11-21,Yodo,yodo.com,Sales Pipeline,Test User 2,2021-11-29,Yodo Deal (2021-11-29),3608,.80,,Contract sent,2022-01-11,
2021-11-08,2021-11-14,Yodo,yodo.com,Sales Pipeline,Test User 2,2021-11-29,Yodo Deal (2021-11-29),5077,.70,,Decision maker bought-In,2022-01-11,
2021-10-18,2021-11-07,Yodo,yodo.com,Sales Pipeline,Test User 2,2021-11-29,Yodo Deal (2021-11-29),5044,.40,,Presentation scheduled,2022-01-11,
2021-10-04,2021-10-10,Yodo,yodo.com,Sales Pipeline,Test User 2,2021-11-29,Yodo Deal (2021-11-29),4956,.20,,Qualified to buy,2022-01-11,
2020-08-06,2020-08-12,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-24,Abata Deal (2020-09-24),4243,.30,,Appointment scheduled,2020-11-07,
2020-09-17,2020-09-17,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-24,Abata Deal (2020-09-24),6274,.00,,Closed lost,2020-11-07,
2020-09-10,2020-09-16,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-24,Abata Deal (2020-09-24),6848,.80,,Contract sent,2020-11-07,
2020-09-03,2020-09-09,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-24,Abata Deal (2020-09-24),5972,.70,,Decision maker bought-In,2020-11-07,
2020-08-13,2020-09-02,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-24,Abata Deal (2020-09-24),4781,.40,,Presentation scheduled,2020-11-07,
2020-07-30,2020-08-05,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-24,Abata Deal (2020-09-24),6883,.20,,Qualified to buy,2020-11-07,
2020-05-18,2020-05-24,Fivespan,fivespan.com,Sales Pipeline,Test User 2,2020-07-06,Fivespan Deal (2020-07-06),6195,.30,,Appointment scheduled,2020-08-17,
2020-06-29,2020-06-29,Fivespan,fivespan.com,Sales Pipeline,Test User 2,2020-07-06,Fivespan Deal (2020-07-06),6874,.00,,Closed lost,2020-08-17,
2020-06-22,2020-06-28,Fivespan,fivespan.com,Sales Pipeline,Test User 2,2020-07-06,Fivespan Deal (2020-07-06),5954,.80,,Contract sent,2020-08-17,
2020-06-15,2020-06-21,Fivespan,fivespan.com,Sales Pipeline,Test User 2,2020-07-06,Fivespan Deal (2020-07-06),5480,.70,,Decision maker bought-In,2020-08-17,
2020-05-25,2020-06-14,Fivespan,fivespan.com,Sales Pipeline,Test User 2,2020-07-06,Fivespan Deal (2020-07-06),7217,.40,,Presentation scheduled,2020-08-17,
2020-05-11,2020-05-17,Fivespan,fivespan.com,Sales Pipeline,Test User 2,2020-07-06,Fivespan Deal (2020-07-06),4709,.20,,Qualified to buy,2020-08-17,
2020-09-18,2020-09-24,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2020-11-06,Yakidoo Deal (2020-11-06),1178,.30,,Appointment scheduled,2020-11-26,
2020-10-30,2020-10-30,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2020-11-06,Yakidoo Deal (2020-11-06),1866,.00,,Closed lost,2020-11-26,
2020-10-23,2020-10-29,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2020-11-06,Yakidoo Deal (2020-11-06),1652,.80,,Contract sent,2020-11-26,
2020-10-16,2020-10-22,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2020-11-06,Yakidoo Deal (2020-11-06),1068,.70,,Decision maker bought-In,2020-11-26,
2020-09-25,2020-10-15,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2020-11-06,Yakidoo Deal (2020-11-06),1525,.40,,Presentation scheduled,2020-11-26,
2020-09-11,2020-09-17,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2020-11-06,Yakidoo Deal (2020-11-06),1054,.20,,Qualified to buy,2020-11-26,
2021-09-22,2021-09-28,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2021-11-10,Yakidoo Deal (2021-11-10),4148,.30,,Appointment scheduled,2021-12-05,High
2021-11-03,2021-11-03,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2021-11-10,Yakidoo Deal (2021-11-10),4184,.00,,Closed lost,2021-12-05,High
2021-10-27,2021-11-02,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2021-11-10,Yakidoo Deal (2021-11-10),4486,.80,,Contract sent,2021-12-05,High
2021-10-20,2021-10-26,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2021-11-10,Yakidoo Deal (2021-11-10),5056,.70,,Decision maker bought-In,2021-12-05,High
2021-09-29,2021-10-19,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2021-11-10,Yakidoo Deal (2021-11-10),6015,.40,,Presentation scheduled,2021-12-05,High
2021-09-15,2021-09-21,Yakidoo,yakidoo.com,Sales Pipeline,Clayton Farr,2021-11-10,Yakidoo Deal (2021-11-10),3576,.20,,Qualified to buy,2021-12-05,High
2020-07-20,2020-07-20,Wordpedia,wordpedia.com,Sales Pipeline,Clayton Farr,2020-07-27,Wordpedia Deal (2020-07-27),1795,.00,,Closed lost,,
2021-04-09,2021-04-15,Midel,midel.com,Sales Pipeline,Test User 2,2021-05-28,Midel Deal (2021-05-28),246,.30,,Appointment scheduled,2021-07-03,
2021-05-21,2021-05-21,Midel,midel.com,Sales Pipeline,Test User 2,2021-05-28,Midel Deal (2021-05-28),239,.00,,Closed lost,2021-07-03,
2021-05-14,2021-05-20,Midel,midel.com,Sales Pipeline,Test User 2,2021-05-28,Midel Deal (2021-05-28),219,.80,,Contract sent,2021-07-03,
2021-05-07,2021-05-13,Midel,midel.com,Sales Pipeline,Test User 2,2021-05-28,Midel Deal (2021-05-28),255,.70,,Decision maker bought-In,2021-07-03,
2021-04-16,2021-05-06,Midel,midel.com,Sales Pipeline,Test User 2,2021-05-28,Midel Deal (2021-05-28),351,.40,,Presentation scheduled,2021-07-03,
2021-04-02,2021-04-08,Midel,midel.com,Sales Pipeline,Test User 2,2021-05-28,Midel Deal (2021-05-28),250,.20,,Qualified to buy,2021-07-03,
2020-01-15,2020-01-21,Agimba,agimba.com,Sales Pipeline,Clayton Farr,2020-03-04,Agimba Deal (2020-03-04),4593,.30,,Appointment scheduled,2020-04-18,High
2020-02-26,2020-02-26,Agimba,agimba.com,Sales Pipeline,Clayton Farr,2020-03-04,Agimba Deal (2020-03-04),3963,.00,,Closed lost,2020-04-18,High
2020-02-19,2020-02-25,Agimba,agimba.com,Sales Pipeline,Clayton Farr,2020-03-04,Agimba Deal (2020-03-04),5476,.80,,Contract sent,2020-04-18,High
2020-02-12,2020-02-18,Agimba,agimba.com,Sales Pipeline,Clayton Farr,2020-03-04,Agimba Deal (2020-03-04),4068,.70,,Decision maker bought-In,2020-04-18,High
2020-01-22,2020-02-11,Agimba,agimba.com,Sales Pipeline,Clayton Farr,2020-03-04,Agimba Deal (2020-03-04),5674,.40,,Presentation scheduled,2020-04-18,High
2020-01-08,2020-01-14,Agimba,agimba.com,Sales Pipeline,Clayton Farr,2020-03-04,Agimba Deal (2020-03-04),6796,.20,,Qualified to buy,2020-04-18,High
2020-03-24,2020-03-30,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-05-12,Gabtune Deal (2020-05-12),3664,.30,,Appointment scheduled,2020-06-12,High
2020-05-05,2020-05-05,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-05-12,Gabtune Deal (2020-05-12),4699,.00,,Closed lost,2020-06-12,High
2020-04-28,2020-05-04,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-05-12,Gabtune Deal (2020-05-12),3518,.80,,Contract sent,2020-06-12,High
2020-04-21,2020-04-27,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-05-12,Gabtune Deal (2020-05-12),4473,.70,,Decision maker bought-In,2020-06-12,High
2020-03-31,2020-04-20,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-05-12,Gabtune Deal (2020-05-12),4390,.40,,Presentation scheduled,2020-06-12,High
2020-03-17,2020-03-23,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-05-12,Gabtune Deal (2020-05-12),4140,.20,,Qualified to buy,2020-06-12,High
2021-10-24,2021-10-30,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2021-12-12,Cogibox Deal (2021-12-12),7067,.30,,Appointment scheduled,2022-01-21,
2021-12-05,2021-12-05,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2021-12-12,Cogibox Deal (2021-12-12),6036,.00,,Closed lost,2022-01-21,
2021-11-28,2021-12-04,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2021-12-12,Cogibox Deal (2021-12-12),4932,.80,,Contract sent,2022-01-21,
2021-11-21,2021-11-27,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2021-12-12,Cogibox Deal (2021-12-12),4989,.70,,Decision maker bought-In,2022-01-21,
2021-10-31,2021-11-20,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2021-12-12,Cogibox Deal (2021-12-12),4400,.40,,Presentation scheduled,2022-01-21,
2021-10-17,2021-10-23,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2021-12-12,Cogibox Deal (2021-12-12),4886,.20,,Qualified to buy,2022-01-21,
2021-02-09,2021-02-15,Devcast,devcast.com,Sales Pipeline,Clayton Farr,2021-03-30,Devcast Deal (2021-03-30),2092,.30,,Appointment scheduled,2021-05-10,Medium
2021-03-23,2021-03-23,Devcast,devcast.com,Sales Pipeline,Clayton Farr,2021-03-30,Devcast Deal (2021-03-30),3830,.00,,Closed lost,2021-05-10,Medium
2021-03-16,2021-03-22,Devcast,devcast.com,Sales Pipeline,Clayton Farr,2021-03-30,Devcast Deal (2021-03-30),3707,.80,,Contract sent,2021-05-10,Medium
2021-03-09,2021-03-15,Devcast,devcast.com,Sales Pipeline,Clayton Farr,2021-03-30,Devcast Deal (2021-03-30),3279,.70,,Decision maker bought-In,2021-05-10,Medium
2021-02-16,2021-03-08,Devcast,devcast.com,Sales Pipeline,Clayton Farr,2021-03-30,Devcast Deal (2021-03-30),2142,.40,,Presentation scheduled,2021-05-10,Medium
2021-02-02,2021-02-08,Devcast,devcast.com,Sales Pipeline,Clayton Farr,2021-03-30,Devcast Deal (2021-03-30),3456,.20,,Qualified to buy,2021-05-10,Medium
2020-06-15,2020-06-21,Npath,npath.com,Sales Pipeline,Test User 2,2020-08-03,Npath Deal (2020-08-03),589,.30,,Appointment scheduled,2020-09-15,
2020-07-27,2020-07-27,Npath,npath.com,Sales Pipeline,Test User 2,2020-08-03,Npath Deal (2020-08-03),483,.00,,Closed lost,2020-09-15,
2020-07-20,2020-07-26,Npath,npath.com,Sales Pipeline,Test User 2,2020-08-03,Npath Deal (2020-08-03),600,.80,,Contract sent,2020-09-15,
2020-07-13,2020-07-19,Npath,npath.com,Sales Pipeline,Test User 2,2020-08-03,Npath Deal (2020-08-03),775,.70,,Decision maker bought-In,2020-09-15,
2020-06-22,2020-07-12,Npath,npath.com,Sales Pipeline,Test User 2,2020-08-03,Npath Deal (2020-08-03),781,.40,,Presentation scheduled,2020-09-15,
2020-06-08,2020-06-14,Npath,npath.com,Sales Pipeline,Test User 2,2020-08-03,Npath Deal (2020-08-03),432,.20,,Qualified to buy,2020-09-15,
2020-02-05,2020-02-11,Innojam,innojam.com,Sales Pipeline,Test User 2,2020-03-04,Innojam Deal (2020-03-04),1857,.30,,Appointment scheduled,,
2020-02-26,2020-02-26,Innojam,innojam.com,Sales Pipeline,Test User 2,2020-03-04,Innojam Deal (2020-03-04),2444,.00,,Closed lost,,
2020-02-12,2020-02-25,Innojam,innojam.com,Sales Pipeline,Test User 2,2020-03-04,Innojam Deal (2020-03-04),3550,.40,,Presentation scheduled,,
2020-01-29,2020-02-04,Innojam,innojam.com,Sales Pipeline,Test User 2,2020-03-04,Innojam Deal (2020-03-04),2193,.20,,Qualified to buy,,
2021-11-30,2021-11-30,Npath,npath.com,Sales Pipeline,Test User 2,2021-12-07,Npath Deal (2021-12-07),9864,.00,,Closed lost,,
2020-02-29,2020-03-06,Kwilith,kwilith.com,Sales Pipeline,Clayton Farr,2020-04-18,Kwilith Deal (2020-04-18),910,.30,,Appointment scheduled,2020-06-01,Low
2020-04-11,2020-04-11,Kwilith,kwilith.com,Sales Pipeline,Clayton Farr,2020-04-18,Kwilith Deal (2020-04-18),795,.00,,Closed lost,2020-06-01,Low
2020-04-04,2020-04-10,Kwilith,kwilith.com,Sales Pipeline,Clayton Farr,2020-04-18,Kwilith Deal (2020-04-18),789,.80,,Contract sent,2020-06-01,Low
2020-03-28,2020-04-03,Kwilith,kwilith.com,Sales Pipeline,Clayton Farr,2020-04-18,Kwilith Deal (2020-04-18),659,.70,,Decision maker bought-In,2020-06-01,Low
2020-03-07,2020-03-27,Kwilith,kwilith.com,Sales Pipeline,Clayton Farr,2020-04-18,Kwilith Deal (2020-04-18),847,.40,,Presentation scheduled,2020-06-01,Low
2020-02-22,2020-02-28,Kwilith,kwilith.com,Sales Pipeline,Clayton Farr,2020-04-18,Kwilith Deal (2020-04-18),682,.20,,Qualified to buy,2020-06-01,Low
2020-05-29,2020-06-04,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2020-07-17,Cogibox Deal (2020-07-17),962,.30,,Appointment scheduled,2020-08-17,
2020-07-10,2020-07-10,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2020-07-17,Cogibox Deal (2020-07-17),1137,.00,,Closed lost,2020-08-17,
2020-07-03,2020-07-09,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2020-07-17,Cogibox Deal (2020-07-17),756,.80,,Contract sent,2020-08-17,
2020-06-26,2020-07-02,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2020-07-17,Cogibox Deal (2020-07-17),919,.70,,Decision maker bought-In,2020-08-17,
2020-06-05,2020-06-25,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2020-07-17,Cogibox Deal (2020-07-17),934,.40,,Presentation scheduled,2020-08-17,
2020-05-22,2020-05-28,Cogibox,cogibox.com,Sales Pipeline,Test User 2,2020-07-17,Cogibox Deal (2020-07-17),819,.20,,Qualified to buy,2020-08-17,
2021-11-18,2021-11-18,Yodoo,yodoo.com,Sales Pipeline,Test User 2,2021-11-25,Yodoo Deal (2021-11-25),4884,.00,,Closed lost,,
2021-09-06,2021-09-12,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-10-25,Rhynyx Deal (2021-10-25),4629,.30,,Appointment scheduled,2021-11-29,
2021-10-18,2021-10-18,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-10-25,Rhynyx Deal (2021-10-25),2660,.00,,Closed lost,2021-11-29,
2021-10-11,2021-10-17,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-10-25,Rhynyx Deal (2021-10-25),2372,.80,,Contract sent,2021-11-29,
2021-10-04,2021-10-10,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-10-25,Rhynyx Deal (2021-10-25),4150,.70,,Decision maker bought-In,2021-11-29,
2021-09-13,2021-10-03,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-10-25,Rhynyx Deal (2021-10-25),2577,.40,,Presentation scheduled,2021-11-29,
2021-08-30,2021-09-05,Rhynyx,rhynyx.com,Sales Pipeline,Test User 2,2021-10-25,Rhynyx Deal (2021-10-25),3002,.20,,Qualified to buy,2021-11-29,
2021-07-08,2021-07-14,Tazzy,tazzy.com,Sales Pipeline,Test User 2,2021-08-26,Tazzy Deal (2021-08-26),990,.30,,Appointment scheduled,2021-09-10,High
2021-08-19,2021-08-19,Tazzy,tazzy.com,Sales Pipeline,Test User 2,2021-08-26,Tazzy Deal (2021-08-26),910,.00,,Closed lost,2021-09-10,High
2021-08-12,2021-08-18,Tazzy,tazzy.com,Sales Pipeline,Test User 2,2021-08-26,Tazzy Deal (2021-08-26),665,.80,,Contract sent,2021-09-10,High
2021-08-05,2021-08-11,Tazzy,tazzy.com,Sales Pipeline,Test User 2,2021-08-26,Tazzy Deal (2021-08-26),648,.70,,Decision maker bought-In,2021-09-10,High
2021-07-15,2021-08-04,Tazzy,tazzy.com,Sales Pipeline,Test User 2,2021-08-26,Tazzy Deal (2021-08-26),672,.40,,Presentation scheduled,2021-09-10,High
2021-07-01,2021-07-07,Tazzy,tazzy.com,Sales Pipeline,Test User 2,2021-08-26,Tazzy Deal (2021-08-26),1017,.20,,Qualified to buy,2021-09-10,High
2020-11-09,2020-11-15,Wordpedia,wordpedia.com,Sales Pipeline,Test User 2,2020-12-28,Wordpedia Deal (2020-12-28),1627,.30,,Appointment scheduled,2021-01-20,Low
2020-12-21,2020-12-21,Wordpedia,wordpedia.com,Sales Pipeline,Test User 2,2020-12-28,Wordpedia Deal (2020-12-28),1544,.00,,Closed lost,2021-01-20,Low
2020-12-14,2020-12-20,Wordpedia,wordpedia.com,Sales Pipeline,Test User 2,2020-12-28,Wordpedia Deal (2020-12-28),2382,.80,,Contract sent,2021-01-20,Low
2020-12-07,2020-12-13,Wordpedia,wordpedia.com,Sales Pipeline,Test User 2,2020-12-28,Wordpedia Deal (2020-12-28),2320,.70,,Decision maker bought-In,2021-01-20,Low
2020-11-16,2020-12-06,Wordpedia,wordpedia.com,Sales Pipeline,Test User 2,2020-12-28,Wordpedia Deal (2020-12-28),2277,.40,,Presentation scheduled,2021-01-20,Low
2020-11-02,2020-11-08,Wordpedia,wordpedia.com,Sales Pipeline,Test User 2,2020-12-28,Wordpedia Deal (2020-12-28),1508,.20,,Qualified to buy,2021-01-20,Low
2020-07-28,2020-07-28,Eayo,eayo.com,Sales Pipeline,Clayton Farr,2020-08-04,Eayo Deal (2020-08-04),9489,.00,,Closed lost,,Low
2020-07-28,2023-05-16,Eayo,eayo.com,Sales Pipeline,Clayton Farr,2020-08-04,Eayo Deal (2020-08-04),7708,.20,,Qualified to buy,,Low
2020-12-20,2020-12-26,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-02-07,Yodoo Deal (2021-02-07),2452,.30,,Appointment scheduled,2021-03-24,High
2021-01-31,2021-01-31,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-02-07,Yodoo Deal (2021-02-07),1688,.00,,Closed lost,2021-03-24,High
2021-01-24,2021-01-30,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-02-07,Yodoo Deal (2021-02-07),1583,.80,,Contract sent,2021-03-24,High
2021-01-17,2021-01-23,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-02-07,Yodoo Deal (2021-02-07),2321,.70,,Decision maker bought-In,2021-03-24,High
2020-12-27,2021-01-16,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-02-07,Yodoo Deal (2021-02-07),2262,.40,,Presentation scheduled,2021-03-24,High
2020-12-13,2020-12-19,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-02-07,Yodoo Deal (2021-02-07),1693,.20,,Qualified to buy,2021-03-24,High
2020-06-28,2020-07-04,Skalith,skalith.com,Sales Pipeline,Test User 2,2020-08-16,Skalith Deal (2020-08-16),2792,.30,,Appointment scheduled,2020-09-01,
2020-08-09,2020-08-09,Skalith,skalith.com,Sales Pipeline,Test User 2,2020-08-16,Skalith Deal (2020-08-16),1776,.00,,Closed lost,2020-09-01,
2020-08-02,2020-08-08,Skalith,skalith.com,Sales Pipeline,Test User 2,2020-08-16,Skalith Deal (2020-08-16),2737,.80,,Contract sent,2020-09-01,
2020-07-26,2020-08-01,Skalith,skalith.com,Sales Pipeline,Test User 2,2020-08-16,Skalith Deal (2020-08-16),2776,.70,,Decision maker bought-In,2020-09-01,
2020-07-05,2020-07-25,Skalith,skalith.com,Sales Pipeline,Test User 2,2020-08-16,Skalith Deal (2020-08-16),1888,.40,,Presentation scheduled,2020-09-01,
2020-06-21,2020-06-27,Skalith,skalith.com,Sales Pipeline,Test User 2,2020-08-16,Skalith Deal (2020-08-16),2911,.20,,Qualified to buy,2020-09-01,
2021-10-25,2021-10-31,Minyx,minyx.com,Sales Pipeline,Clayton Farr,2021-12-13,Minyx Deal (2021-12-13),4409,.30,,Appointment scheduled,2022-01-26,
2021-12-06,2021-12-06,Minyx,minyx.com,Sales Pipeline,Clayton Farr,2021-12-13,Minyx Deal (2021-12-13),4392,.00,,Closed lost,2022-01-26,
2021-11-29,2021-12-05,Minyx,minyx.com,Sales Pipeline,Clayton Farr,2021-12-13,Minyx Deal (2021-12-13),3701,.80,,Contract sent,2022-01-26,
2021-11-22,2021-11-28,Minyx,minyx.com,Sales Pipeline,Clayton Farr,2021-12-13,Minyx Deal (2021-12-13),3811,.70,,Decision maker bought-In,2022-01-26,
2021-11-01,2021-11-21,Minyx,minyx.com,Sales Pipeline,Clayton Farr,2021-12-13,Minyx Deal (2021-12-13),3255,.40,,Presentation scheduled,2022-01-26,
2021-10-18,2021-10-24,Minyx,minyx.com,Sales Pipeline,Clayton Farr,2021-12-13,Minyx Deal (2021-12-13),3166,.20,,Qualified to buy,2022-01-26,
2021-10-19,2021-10-25,Flashpoint,flashpoint.com,Sales Pipeline,Clayton Farr,2021-12-07,Flashpoint Deal (2021-12-07),1177,.30,,Appointment scheduled,2022-01-03,
2021-11-30,2021-11-30,Flashpoint,flashpoint.com,Sales Pipeline,Clayton Farr,2021-12-07,Flashpoint Deal (2021-12-07),1401,.00,,Closed lost,2022-01-03,
